Month,State,CPI Index,YoY %
2017-08-01,W.P. Kuala Lumpur,120.1,3.27
2017-08-01,W.P. Labuan,117.7,2.08
2017-08-01,W.P. Putrajaya,118.7,2.59
2017-09-01,Johor,123.7,4.65
2017-09-01,Kedah,119.5,4.37
2017-09-01,Kelantan,119.8,3.72
2017-09-01,Melaka,120.1,4.8
2017-09-01,Negeri Sembilan,120.8,4.59
2017-09-01,Pahang,118.3,3.32
2017-09-01,Perak,116.5,3.74
2017-09-01,Perlis,115.9,4.6
2017-09-01,Pulau Pinang,121.5,4.56
2017-09-01,Sabah,114.8,3.8
2017-09-01,Sarawak,116.4,3.28
2017-09-01,Selangor,122.2,4.53
2017-09-01,Terengganu,116.8,3.27
2017-09-01,W.P. Kuala Lumpur,120.4,3.7
2017-09-01,W.P. Labuan,118.1,2.61
2017-09-01,W.P. Putrajaya,119.2,3.29
2017-10-01,Johor,123.5,4.22
2017-10-01,Kedah,119.2,3.74
2017-10-01,Kelantan,119.6,3.55
2017-10-01,Melaka,119.8,4.17
2017-10-01,Negeri Sembilan,120.6,3.97
2017-10-01,Pahang,118.3,3.14
2017-10-01,Perak,116.4,3.28
2017-10-01,Perlis,115.2,3.69
2017-10-01,Pulau Pinang,121.4,4.03
2017-10-01,Sabah,114.4,3.06
2017-10-01,Sarawak,116.4,2.92
2017-10-01,Selangor,122.1,4.18
2017-10-01,Terengganu,116.7,3.09
2017-10-01,W.P. Kuala Lumpur,120.4,3.53
2017-10-01,W.P. Labuan,118.0,2.25
2017-10-01,W.P. Putrajaya,119.1,2.94
2017-11-01,Johor,124.3,3.84
2017-11-01,Kedah,119.9,3.54
2017-11-01,Kelantan,120.3,3.08
2017-11-01,Melaka,120.7,3.87
2017-11-01,Negeri Sembilan,121.5,3.67
2017-11-01,Pahang,118.9,2.59
2017-11-01,Perak,117.1,2.99
2017-11-01,Perlis,115.9,3.3
2017-11-01,Pulau Pinang,122.0,3.39
2017-11-01,Sabah,115.1,2.68
2017-11-01,Sarawak,117.1,2.81
2017-11-01,Selangor,123.1,3.97
2017-11-01,Terengganu,117.5,2.98
2017-11-01,W.P. Kuala Lumpur,120.8,2.81
2017-11-01,W.P. Labuan,118.4,1.89
2017-11-01,W.P. Putrajaya,119.6,2.84
2017-12-01,Johor,124.5,4.01
2017-12-01,Kedah,120.0,3.45
2017-12-01,Kelantan,120.5,3.17
2017-12-01,Melaka,121.0,3.95
2017-12-01,Negeri Sembilan,121.7,3.84
2017-12-01,Pahang,119.2,2.94
2017-12-01,Perak,117.3,3.17
2017-12-01,Perlis,116.1,2.93
2017-12-01,Pulau Pinang,122.1,3.47
2017-12-01,Sabah,115.2,2.77
2017-12-01,Sarawak,117.1,2.99
2017-12-01,Selangor,123.3,4.14
2017-12-01,Terengganu,117.8,3.15
2017-12-01,W.P. Kuala Lumpur,120.9,2.98
2017-12-01,W.P. Labuan,118.3,2.07
2017-12-01,W.P. Putrajaya,119.8,2.92
2018-01-01,Johor,124.9,2.88
2018-01-01,Kedah,114.3,-2.81
2018-01-01,Kelantan,120.9,2.2
2018-01-01,Melaka,121.3,2.97
2018-01-01,Negeri Sembilan,122.0,2.78
2018-01-01,Pahang,119.5,2.31
2018-01-01,Perak,117.6,2.35
2018-01-01,Perlis,116.1,1.31
2018-01-01,Pulau Pinang,122.5,2.6
2018-01-01,Sabah,115.7,2.21
2018-01-01,Sarawak,117.3,2.18
2018-01-01,Selangor,123.6,3.34
2018-01-01,Terengganu,118.2,2.25
2018-01-01,W.P. Kuala Lumpur,121.5,2.7
2018-01-01,W.P. Labuan,118.5,1.72
2018-01-01,W.P. Putrajaya,119.8,1.7
2018-02-01,Johor,125.0,1.46
2018-02-01,Kedah,114.5,-3.86
2018-02-01,Kelantan,120.8,1.09
2018-02-01,Melaka,121.5,1.76
2018-02-01,Negeri Sembilan,122.2,1.33
2018-02-01,Pahang,119.3,0.85
2018-02-01,Perak,117.6,1.12
2018-02-01,Perlis,116.0,0.0
2018-02-01,Pulau Pinang,122.5,1.41
2018-02-01,Sabah,115.6,1.85
2018-02-01,Sarawak,117.4,1.29
2018-02-01,Selangor,123.8,1.89
2018-02-01,Terengganu,118.1,1.03
2018-02-01,W.P. Kuala Lumpur,121.7,1.42
2018-02-01,W.P. Labuan,118.1,0.34
2018-02-01,W.P. Putrajaya,120.2,1.18
2018-03-01,Johor,124.4,1.14
2018-03-01,Kedah,113.9,-4.29
2018-03-01,Kelantan,120.2,0.75
2018-03-01,Melaka,121.0,1.51
2018-03-01,Negeri Sembilan,121.7,1.08
2018-03-01,Pahang,118.9,0.68
2018-03-01,Perak,117.1,0.86
2018-03-01,Perlis,115.3,-0.17
2018-03-01,Pulau Pinang,122.3,1.33
2018-03-01,Sabah,115.3,0.96
2018-03-01,Sarawak,117.2,0.95
2018-03-01,Selangor,123.4,1.82
2018-03-01,Terengganu,117.4,0.77
2018-03-01,W.P. Kuala Lumpur,121.4,1.42
2018-03-01,W.P. Labuan,118.1,0.43
2018-03-01,W.P. Putrajaya,120.0,1.18
2018-04-01,Johor,124.4,1.3
2018-04-01,Kedah,119.8,1.01
2018-04-01,Kelantan,120.0,1.1
2018-04-01,Melaka,120.8,1.43
2018-04-01,Negeri Sembilan,121.6,1.33
2018-04-01,Pahang,118.8,0.85
2018-04-01,Perak,117.0,1.12
2018-04-01,Perlis,115.3,0.17
2018-04-01,Pulau Pinang,122.3,1.49
2018-04-01,Sabah,115.2,1.14
2018-04-01,Sarawak,117.1,1.04
2018-04-01,Selangor,123.3,1.9
2018-04-01,Terengganu,117.1,1.04
2018-04-01,W.P. Kuala Lumpur,121.8,1.92
2018-04-01,W.P. Labuan,118.0,0.43
2018-04-01,W.P. Putrajaya,119.7,0.93
2018-05-01,Johor,124.7,1.96
2018-05-01,Kedah,119.8,1.27
2018-05-01,Kelantan,120.4,1.43
2018-05-01,Melaka,120.9,1.68
2018-05-01,Negeri Sembilan,121.7,1.76
2018-05-01,Pahang,119.0,1.28
2018-05-01,Perak,117.3,1.65
2018-05-01,Perlis,115.3,0.44
2018-05-01,Pulau Pinang,122.3,1.41
2018-05-01,Sabah,115.0,1.14
2018-05-01,Sarawak,117.2,1.47
2018-05-01,Selangor,123.7,2.4
2018-05-01,Terengganu,117.3,1.38
2018-05-01,W.P. Kuala Lumpur,122.2,2.17
2018-05-01,W.P. Labuan,117.7,0.43
2018-05-01,W.P. Putrajaya,119.8,1.27
2018-06-01,Johor,123.1,0.74
2018-06-01,Kedah,118.5,0.34
2018-06-01,Kelantan,119.4,0.67
2018-06-01,Melaka,118.9,0.17
2018-06-01,Negeri Sembilan,120.6,1.09
2018-06-01,Pahang,117.8,0.51
2018-06-01,Perak,115.7,0.52
2018-06-01,Perlis,114.2,-0.26
2018-06-01,Pulau Pinang,120.5,0.17
2018-06-01,Sabah,113.9,0.44
2018-06-01,Sarawak,115.7,0.43
2018-06-01,Selangor,122.0,1.24
2018-06-01,Terengganu,116.1,0.43
2018-06-01,W.P. Kuala Lumpur,120.3,0.92
2018-06-01,W.P. Labuan,117.2,0.34
2018-06-01,W.P. Putrajaya,117.6,-0.34
2018-07-01,Johor,123.3,0.98
2018-07-01,Kedah,118.5,0.42
2018-07-01,Kelantan,119.5,0.67
2018-07-01,Melaka,119.2,0.51
2018-07-01,Negeri Sembilan,120.8,1.34
2018-07-01,Pahang,118.0,0.68
2018-07-01,Perak,116.0,0.69
2018-07-01,Perlis,114.3,0.18
2018-07-01,Pulau Pinang,120.9,0.42
2018-07-01,Sabah,114.0,0.35
2018-07-01,Sarawak,115.8,0.52
2018-07-01,Selangor,122.2,1.41
2018-07-01,Terengganu,116.2,0.35
2018-07-01,W.P. Kuala Lumpur,120.4,1.09
2018-07-01,W.P. Labuan,117.5,0.43
2018-07-01,W.P. Putrajaya,117.8,-0.17
2018-08-01,Johor,123.6,0.24
2018-08-01,Kedah,118.7,-0.34
2018-08-01,Kelantan,119.6,-0.08
2018-08-01,Melaka,119.3,-0.25
2018-08-01,Negeri Sembilan,121.0,0.58
2018-08-01,Pahang,118.1,0.0
2018-08-01,Perak,116.0,-0.09
2018-08-01,Perlis,114.5,-0.69
2018-08-01,Pulau Pinang,121.3,0.17
2018-08-01,Sabah,114.3,0.0
2018-08-01,Sarawak,116.0,0.0
2018-08-01,Selangor,122.4,0.49
2018-08-01,Terengganu,116.2,-0.34
2018-08-01,W.P. Kuala Lumpur,120.7,0.5
2018-08-01,W.P. Labuan,117.2,-0.42
2018-08-01,W.P. Putrajaya,117.8,-0.76
2018-09-01,Johor,124.0,0.24
2018-09-01,Kedah,118.9,-0.5
2018-09-01,Kelantan,119.8,0.0
2018-09-01,Melaka,119.6,-0.42
2018-09-01,Negeri Sembilan,121.7,0.75
2018-09-01,Pahang,118.3,0.0
2018-09-01,Perak,116.4,-0.09
2018-09-01,Perlis,115.1,-0.69
2018-09-01,Pulau Pinang,121.9,0.33
2018-09-01,Sabah,114.6,-0.17
2018-09-01,Sarawak,116.4,0.0
2018-09-01,Selangor,123.0,0.65
2018-09-01,Terengganu,116.3,-0.43
2018-09-01,W.P. Kuala Lumpur,121.5,0.91
2018-09-01,W.P. Labuan,117.7,-0.34
2018-09-01,W.P. Putrajaya,118.4,-0.67
2018-10-01,Johor,124.3,0.65
2018-10-01,Kedah,119.1,-0.08
2018-10-01,Kelantan,119.8,0.17
2018-10-01,Melaka,119.9,0.08
2018-10-01,Negeri Sembilan,121.9,1.08
2018-10-01,Pahang,118.7,0.34
2018-10-01,Perak,116.8,0.34
2018-10-01,Perlis,115.2,0.0
2018-10-01,Pulau Pinang,122.2,0.66
2018-10-01,Sabah,114.7,0.26
2018-10-01,Sarawak,116.6,0.17
2018-10-01,Selangor,123.3,0.98
2018-10-01,Terengganu,116.5,-0.17
2018-10-01,W.P. Kuala Lumpur,122.0,1.33
2018-10-01,W.P. Labuan,118.0,0.0
2018-10-01,W.P. Putrajaya,118.7,-0.34
2018-11-01,Johor,124.7,0.32
2018-11-01,Kedah,119.1,-0.67
2018-11-01,Kelantan,120.2,-0.08
2018-11-01,Melaka,120.2,-0.41
2018-11-01,Negeri Sembilan,122.2,0.58
2018-11-01,Pahang,118.8,-0.08
2018-11-01,Perak,116.9,-0.17
2018-11-01,Perlis,115.3,-0.52
2018-11-01,Pulau Pinang,122.7,0.57
2018-11-01,Sabah,114.9,-0.17
2018-11-01,Sarawak,116.8,-0.26
2018-11-01,Selangor,123.6,0.41
2018-11-01,Terengganu,117.0,-0.43
2018-11-01,W.P. Kuala Lumpur,122.3,1.24
2018-11-01,W.P. Labuan,118.2,-0.17
2018-11-01,W.P. Putrajaya,119.0,-0.5
2018-12-01,Johor,124.6,0.08
2018-12-01,Kedah,119.3,-0.58
2018-12-01,Kelantan,120.5,0.0
2018-12-01,Melaka,120.4,-0.5
2018-12-01,Negeri Sembilan,122.2,0.41
2018-12-01,Pahang,119.1,-0.08
2018-12-01,Perak,117.1,-0.17
2018-12-01,Perlis,115.6,-0.43
2018-12-01,Pulau Pinang,122.8,0.57
2018-12-01,Sabah,114.9,-0.26
2018-12-01,Sarawak,116.8,-0.26
2018-12-01,Selangor,123.6,0.24
2018-12-01,Terengganu,117.1,-0.59
2018-12-01,W.P. Kuala Lumpur,122.1,0.99
2018-12-01,W.P. Labuan,118.1,-0.17
2018-12-01,W.P. Putrajaya,119.1,-0.58
2019-01-01,Johor,124.0,-0.72
2019-01-01,Kedah,118.5,3.67
2019-01-01,Kelantan,120.0,-0.74
2019-01-01,Melaka,119.7,-1.32
2019-01-01,Negeri Sembilan,121.5,-0.41
2019-01-01,Pahang,118.2,-1.09
2019-01-01,Perak,116.7,-0.77
2019-01-01,Perlis,115.0,-0.95
2019-01-01,Pulau Pinang,122.3,-0.16
2019-01-01,Sabah,114.4,-1.12
2019-01-01,Sarawak,115.9,-1.19
2019-01-01,Selangor,123.0,-0.49
2019-01-01,Terengganu,116.4,-1.52
2019-01-01,W.P. Kuala Lumpur,121.7,0.16
2019-01-01,W.P. Labuan,117.5,-0.84
2019-01-01,W.P. Putrajaya,119.3,-0.42
2019-02-01,Johor,124.3,-0.56
2019-02-01,Kedah,118.8,3.76
2019-02-01,Kelantan,120.0,-0.66
2019-02-01,Melaka,119.9,-1.32
2019-02-01,Negeri Sembilan,121.9,-0.25
2019-02-01,Pahang,118.4,-0.75
2019-02-01,Perak,116.9,-0.6
2019-02-01,Perlis,115.2,-0.69
2019-02-01,Pulau Pinang,122.7,0.16
2019-02-01,Sabah,114.5,-0.95
2019-02-01,Sarawak,116.1,-1.11
2019-02-01,Selangor,123.5,-0.24
2019-02-01,Terengganu,116.5,-1.35
2019-02-01,W.P. Kuala Lumpur,122.1,0.33
2019-02-01,W.P. Labuan,117.7,-0.34
2019-02-01,W.P. Putrajaya,119.6,-0.5
2019-03-01,Johor,124.6,0.16
2019-03-01,Kedah,119.2,4.65
2019-03-01,Kelantan,120.0,-0.17
2019-03-01,Melaka,120.2,-0.66
2019-03-01,Negeri Sembilan,122.1,0.33
2019-03-01,Pahang,118.7,-0.17
2019-03-01,Perak,117.2,0.09
2019-03-01,Perlis,115.5,0.17
2019-03-01,Pulau Pinang,123.0,0.57
2019-03-01,Sabah,114.9,-0.35
2019-03-01,Sarawak,116.7,-0.43
2019-03-01,Selangor,123.8,0.32
2019-03-01,Terengganu,116.6,-0.68
2019-03-01,W.P. Kuala Lumpur,122.5,0.91
2019-03-01,W.P. Labuan,118.1,0.0
2019-03-01,W.P. Putrajaya,120.1,0.08
2019-04-01,Johor,124.7,0.24
2019-04-01,Kedah,119.1,-0.58
2019-04-01,Kelantan,119.9,-0.08
2019-04-01,Melaka,120.0,-0.66
2019-04-01,Negeri Sembilan,122.2,0.49
2019-04-01,Pahang,118.6,-0.17
2019-04-01,Perak,117.2,0.17
2019-04-01,Perlis,115.3,0.0
2019-04-01,Pulau Pinang,123.1,0.65
2019-04-01,Sabah,114.9,-0.26
2019-04-01,Sarawak,116.7,-0.34
2019-04-01,Selangor,123.8,0.41
2019-04-01,Terengganu,116.6,-0.43
2019-04-01,W.P. Kuala Lumpur,122.7,0.74
2019-04-01,W.P. Labuan,118.3,0.25
2019-04-01,W.P. Putrajaya,120.1,0.33
2019-05-01,Johor,125.0,0.24
2019-05-01,Kedah,119.4,-0.33
2019-05-01,Kelantan,120.7,0.25
2019-05-01,Melaka,120.3,-0.5
2019-05-01,Negeri Sembilan,122.4,0.58
2019-05-01,Pahang,118.9,-0.08
2019-05-01,Perak,117.3,0.0
2019-05-01,Perlis,115.5,0.17
2019-05-01,Pulau Pinang,123.2,0.74
2019-05-01,Sabah,114.9,-0.09
2019-05-01,Sarawak,116.9,-0.26
2019-05-01,Selangor,124.0,0.24
2019-05-01,Terengganu,117.0,-0.26
2019-05-01,W.P. Kuala Lumpur,122.8,0.49
2019-05-01,W.P. Labuan,118.3,0.51
2019-05-01,W.P. Putrajaya,120.2,0.33
2019-06-01,Johor,125.0,1.54
2019-06-01,Kedah,119.4,0.76
2019-06-01,Kelantan,120.8,1.17
2019-06-01,Melaka,120.2,1.09
2019-06-01,Negeri Sembilan,122.3,1.41
2019-06-01,Pahang,118.8,0.85
2019-06-01,Perak,117.4,1.47
2019-06-01,Perlis,115.5,1.14
2019-06-01,Pulau Pinang,123.1,2.16
2019-06-01,Sabah,114.9,0.88
2019-06-01,Sarawak,116.8,0.95
2019-06-01,Selangor,124.1,1.72
2019-06-01,Terengganu,117.2,0.95
2019-06-01,W.P. Kuala Lumpur,122.9,2.16
2019-06-01,W.P. Labuan,118.3,0.94
2019-06-01,W.P. Putrajaya,120.1,2.13
2019-07-01,Johor,125.2,1.54
2019-07-01,Kedah,119.5,0.84
2019-07-01,Kelantan,120.8,1.09
2019-07-01,Melaka,120.4,1.01
2019-07-01,Negeri Sembilan,122.5,1.41
2019-07-01,Pahang,119.0,0.85
2019-07-01,Perak,117.6,1.38
2019-07-01,Perlis,115.6,1.14
2019-07-01,Pulau Pinang,123.4,2.07
2019-07-01,Sabah,114.9,0.79
2019-07-01,Sarawak,116.8,0.86
2019-07-01,Selangor,124.2,1.64
2019-07-01,Terengganu,117.2,0.86
2019-07-01,W.P. Kuala Lumpur,123.1,2.24
2019-07-01,W.P. Labuan,118.3,0.68
2019-07-01,W.P. Putrajaya,120.5,2.29
2019-08-01,Johor,125.3,1.38
2019-08-01,Kedah,119.8,0.93
2019-08-01,Kelantan,121.0,1.17
2019-08-01,Melaka,120.6,1.09
2019-08-01,Negeri Sembilan,122.8,1.49
2019-08-01,Pahang,119.1,0.85
2019-08-01,Perak,117.8,1.55
2019-08-01,Perlis,115.9,1.22
2019-08-01,Pulau Pinang,123.7,1.98
2019-08-01,Sabah,115.1,0.7
2019-08-01,Sarawak,116.8,0.69
2019-08-01,Selangor,124.6,1.8
2019-08-01,Terengganu,117.4,1.03
2019-08-01,W.P. Kuala Lumpur,123.6,2.4
2019-08-01,W.P. Labuan,118.5,1.11
2019-08-01,W.P. Putrajaya,120.6,2.38
2019-09-01,Johor,125.5,1.21
2019-09-01,Kedah,119.8,0.76
2019-09-01,Kelantan,120.8,0.83
2019-09-01,Melaka,120.6,0.84
2019-09-01,Negeri Sembilan,122.8,0.9
2019-09-01,Pahang,119.1,0.68
2019-09-01,Perak,117.8,1.2
2019-09-01,Perlis,115.8,0.61
2019-09-01,Pulau Pinang,123.7,1.48
2019-09-01,Sabah,115.1,0.44
2019-09-01,Sarawak,116.9,0.43
2019-09-01,Selangor,124.7,1.38
2019-09-01,Terengganu,117.3,0.86
2019-09-01,W.P. Kuala Lumpur,123.6,1.73
2019-09-01,W.P. Labuan,118.5,0.68
2019-09-01,W.P. Putrajaya,120.6,1.86
2019-10-01,Johor,125.7,1.13
2019-10-01,Kedah,120.0,0.76
2019-10-01,Kelantan,120.8,0.83
2019-10-01,Melaka,120.7,0.67
2019-10-01,Negeri Sembilan,123.0,0.9
2019-10-01,Pahang,119.6,0.76
2019-10-01,Perak,117.9,0.94
2019-10-01,Perlis,115.9,0.61
2019-10-01,Pulau Pinang,123.8,1.31
2019-10-01,Sabah,115.1,0.35
2019-10-01,Sarawak,117.0,0.34
2019-10-01,Selangor,124.9,1.3
2019-10-01,Terengganu,117.4,0.77
2019-10-01,W.P. Kuala Lumpur,123.6,1.31
2019-10-01,W.P. Labuan,118.5,0.42
2019-10-01,W.P. Putrajaya,120.8,1.77
2019-11-01,Johor,125.7,0.8
2019-11-01,Kedah,120.0,0.76
2019-11-01,Kelantan,120.7,0.42
2019-11-01,Melaka,120.8,0.5
2019-11-01,Negeri Sembilan,123.1,0.74
2019-11-01,Pahang,119.7,0.76
2019-11-01,Perak,118.0,0.94
2019-11-01,Perlis,115.9,0.52
2019-11-01,Pulau Pinang,124.0,1.06
2019-11-01,Sabah,115.4,0.44
2019-11-01,Sarawak,117.2,0.34
2019-11-01,Selangor,125.1,1.21
2019-11-01,Terengganu,117.3,0.26
2019-11-01,W.P. Kuala Lumpur,124.0,1.39
2019-11-01,W.P. Labuan,118.5,0.25
2019-11-01,W.P. Putrajaya,120.9,1.6
2019-12-01,Johor,126.0,1.12
2019-12-01,Kedah,120.2,0.75
2019-12-01,Kelantan,121.1,0.5
2019-12-01,Melaka,120.8,0.33
2019-12-01,Negeri Sembilan,123.2,0.82
2019-12-01,Pahang,119.9,0.67
2019-12-01,Perak,118.1,0.85
2019-12-01,Perlis,116.3,0.61
2019-12-01,Pulau Pinang,124.0,0.98
2019-12-01,Sabah,115.4,0.44
2019-12-01,Sarawak,117.2,0.34
2019-12-01,Selangor,125.3,1.38
2019-12-01,Terengganu,117.7,0.51
2019-12-01,W.P. Kuala Lumpur,123.9,1.47
2019-12-01,W.P. Labuan,118.5,0.34
2019-12-01,W.P. Putrajaya,121.1,1.68
2020-01-01,Johor,126.2,1.77
2020-01-01,Kedah,120.2,1.43
2020-01-01,Kelantan,121.2,1.0
2020-01-01,Melaka,120.8,0.92
2020-01-01,Negeri Sembilan,123.4,1.56
2020-01-01,Pahang,120.0,1.52
2020-01-01,Perak,118.3,1.37
2020-01-01,Perlis,116.3,1.13
2020-01-01,Pulau Pinang,124.2,1.55
2020-01-01,Sabah,115.5,0.96
2020-01-01,Sarawak,117.3,1.21
2020-01-01,Selangor,125.5,2.03
2020-01-01,Terengganu,117.8,1.2
2020-01-01,W.P. Kuala Lumpur,123.9,1.81
2020-01-01,W.P. Labuan,118.6,0.94
2020-01-01,W.P. Putrajaya,121.5,1.84
2020-02-01,Johor,126.0,1.37
2020-02-01,Kedah,120.1,1.09
2020-02-01,Kelantan,121.1,0.92
2020-02-01,Melaka,120.6,0.58
2020-02-01,Negeri Sembilan,123.3,1.15
2020-02-01,Pahang,120.2,1.52
2020-02-01,Perak,118.4,1.28
2020-02-01,Perlis,116.1,0.78
2020-02-01,Pulau Pinang,124.3,1.3
2020-02-01,Sabah,115.4,0.79
2020-02-01,Sarawak,117.4,1.12
2020-02-01,Selangor,125.5,1.62
2020-02-01,Terengganu,117.8,1.12
2020-02-01,W.P. Kuala Lumpur,123.9,1.47
2020-02-01,W.P. Labuan,118.5,0.68
2020-02-01,W.P. Putrajaya,121.5,1.59
2020-03-01,Johor,124.3,-0.24
2020-03-01,Kedah,118.5,-0.59
2020-03-01,Kelantan,119.5,-0.42
2020-03-01,Melaka,119.1,-0.92
2020-03-01,Negeri Sembilan,121.4,-0.57
2020-03-01,Pahang,118.6,-0.08
2020-03-01,Perak,116.9,-0.26
2020-03-01,Perlis,114.1,-1.21
2020-03-01,Pulau Pinang,123.1,0.08
2020-03-01,Sabah,113.9,-0.87
2020-03-01,Sarawak,115.7,-0.86
2020-03-01,Selangor,124.2,0.32
2020-03-01,Terengganu,115.9,-0.6
2020-03-01,W.P. Kuala Lumpur,122.8,0.24
2020-03-01,W.P. Labuan,117.1,-0.85
2020-03-01,W.P. Putrajaya,120.5,0.33
2020-04-01,Johor,120.5,-3.37
2020-04-01,Kedah,114.6,-3.78
2020-04-01,Kelantan,115.9,-3.34
2020-04-01,Melaka,115.7,-3.58
2020-04-01,Negeri Sembilan,117.7,-3.68
2020-04-01,Pahang,114.9,-3.12
2020-04-01,Perak,113.7,-2.99
2020-04-01,Perlis,110.3,-4.34
2020-04-01,Pulau Pinang,120.2,-2.36
2020-04-01,Sabah,110.6,-3.74
2020-04-01,Sarawak,112.3,-3.77
2020-04-01,Selangor,121.0,-2.26
2020-04-01,Terengganu,112.5,-3.52
2020-04-01,W.P. Kuala Lumpur,120.3,-1.96
2020-04-01,W.P. Labuan,113.8,-3.8
2020-04-01,W.P. Putrajaya,117.8,-1.92
2020-05-01,Johor,120.8,-3.36
2020-05-01,Kedah,115.0,-3.69
2020-05-01,Kelantan,116.2,-3.73
2020-05-01,Melaka,116.0,-3.57
2020-05-01,Negeri Sembilan,118.0,-3.59
2020-05-01,Pahang,115.2,-3.11
2020-05-01,Perak,113.9,-2.9
2020-05-01,Perlis,110.6,-4.24
2020-05-01,Pulau Pinang,120.4,-2.27
2020-05-01,Sabah,110.7,-3.66
2020-05-01,Sarawak,112.5,-3.76
2020-05-01,Selangor,121.3,-2.18
2020-05-01,Terengganu,112.8,-3.59
2020-05-01,W.P. Kuala Lumpur,120.5,-1.87
2020-05-01,W.P. Labuan,114.1,-3.55
2020-05-01,W.P. Putrajaya,116.3,-3.24
2020-06-01,Johor,122.3,-2.16
2020-06-01,Kedah,116.4,-2.51
2020-06-01,Kelantan,117.9,-2.4
2020-06-01,Melaka,117.1,-2.58
2020-06-01,Negeri Sembilan,119.4,-2.37
2020-06-01,Pahang,116.8,-1.68
2020-06-01,Perak,115.1,-1.96
2020-06-01,Perlis,112.4,-2.68
2020-06-01,Pulau Pinang,121.4,-1.38
2020-06-01,Sabah,111.8,-2.7
2020-06-01,Sarawak,113.8,-2.57
2020-06-01,Selangor,122.5,-1.29
2020-06-01,Terengganu,114.7,-2.13
2020-06-01,W.P. Kuala Lumpur,121.3,-1.3
2020-06-01,W.P. Labuan,115.1,-2.7
2020-06-01,W.P. Putrajaya,117.5,-2.16
2020-07-01,Johor,123.1,-1.68
2020-07-01,Kedah,117.2,-1.92
2020-07-01,Kelantan,118.9,-1.57
2020-07-01,Melaka,117.8,-2.16
2020-07-01,Negeri Sembilan,120.3,-1.8
2020-07-01,Pahang,117.5,-1.26
2020-07-01,Perak,115.8,-1.53
2020-07-01,Perlis,113.0,-2.25
2020-07-01,Pulau Pinang,122.0,-1.13
2020-07-01,Sabah,112.6,-2.0
2020-07-01,Sarawak,114.6,-1.88
2020-07-01,Selangor,123.3,-0.72
2020-07-01,Terengganu,115.8,-1.19
2020-07-01,W.P. Kuala Lumpur,121.9,-0.97
2020-07-01,W.P. Labuan,115.7,-2.2
2020-07-01,W.P. Putrajaya,120.5,0.0
2020-08-01,Johor,123.2,-1.68
2020-08-01,Kedah,117.3,-2.09
2020-08-01,Kelantan,118.9,-1.74
2020-08-01,Melaka,117.9,-2.24
2020-08-01,Negeri Sembilan,120.5,-1.87
2020-08-01,Pahang,117.5,-1.34
2020-08-01,Perak,116.0,-1.53
2020-08-01,Perlis,113.1,-2.42
2020-08-01,Pulau Pinang,122.3,-1.13
2020-08-01,Sabah,112.6,-2.17
2020-08-01,Sarawak,114.4,-2.05
2020-08-01,Selangor,123.6,-0.8
2020-08-01,Terengganu,115.9,-1.28
2020-08-01,W.P. Kuala Lumpur,122.5,-0.89
2020-08-01,W.P. Labuan,115.9,-2.19
2020-08-01,W.P. Putrajaya,120.8,0.17
2020-09-01,Johor,123.1,-1.91
2020-09-01,Kedah,117.3,-2.09
2020-09-01,Kelantan,118.8,-1.66
2020-09-01,Melaka,117.9,-2.24
2020-09-01,Negeri Sembilan,120.5,-1.87
2020-09-01,Pahang,117.5,-1.34
2020-09-01,Perak,115.9,-1.61
2020-09-01,Perlis,112.9,-2.5
2020-09-01,Pulau Pinang,122.2,-1.21
2020-09-01,Sabah,112.6,-2.17
2020-09-01,Sarawak,114.4,-2.14
2020-09-01,Selangor,123.7,-0.8
2020-09-01,Terengganu,115.7,-1.36
2020-09-01,W.P. Kuala Lumpur,122.6,-0.81
2020-09-01,W.P. Labuan,115.9,-2.19
2020-09-01,W.P. Putrajaya,120.8,0.17
2020-10-01,Johor,123.1,-2.07
2020-10-01,Kedah,117.2,-2.33
2020-10-01,Kelantan,118.8,-1.66
2020-10-01,Melaka,117.9,-2.32
2020-10-01,Negeri Sembilan,120.5,-2.03
2020-10-01,Pahang,117.5,-1.76
2020-10-01,Perak,115.9,-1.7
2020-10-01,Perlis,112.9,-2.59
2020-10-01,Pulau Pinang,122.3,-1.21
2020-10-01,Sabah,112.6,-2.17
2020-10-01,Sarawak,114.5,-2.14
2020-10-01,Selangor,123.8,-0.88
2020-10-01,Terengganu,115.7,-1.45
2020-10-01,W.P. Kuala Lumpur,122.6,-0.81
2020-10-01,W.P. Labuan,115.8,-2.28
2020-10-01,W.P. Putrajaya,121.1,0.25
2020-11-01,Johor,123.0,-2.15
2020-11-01,Kedah,116.9,-2.58
2020-11-01,Kelantan,118.6,-1.74
2020-11-01,Melaka,117.7,-2.57
2020-11-01,Negeri Sembilan,120.1,-2.44
2020-11-01,Pahang,117.2,-2.09
2020-11-01,Perak,115.6,-2.03
2020-11-01,Perlis,112.5,-2.93
2020-11-01,Pulau Pinang,122.1,-1.53
2020-11-01,Sabah,112.5,-2.51
2020-11-01,Sarawak,114.4,-2.39
2020-11-01,Selangor,123.6,-1.2
2020-11-01,Terengganu,115.5,-1.53
2020-11-01,W.P. Kuala Lumpur,122.5,-1.21
2020-11-01,W.P. Labuan,115.7,-2.36
2020-11-01,W.P. Putrajaya,120.7,-0.17
2020-12-01,Johor,123.5,-1.98
2020-12-01,Kedah,117.6,-2.16
2020-12-01,Kelantan,119.6,-1.24
