Month,State,CPI Index,YoY %
2014-04-01,W.P. Kuala Lumpur,108.8,3.62
2014-04-01,W.P. Labuan,112.9,4.06
2014-04-01,W.P. Putrajaya,110.1,3.19
2014-05-01,Johor,111.0,3.84
2014-05-01,Kedah,110.0,3.09
2014-05-01,Kelantan,111.1,3.54
2014-05-01,Melaka,109.8,3.39
2014-05-01,Negeri Sembilan,109.8,2.91
2014-05-01,Pahang,110.4,3.27
2014-05-01,Perak,108.6,2.84
2014-05-01,Perlis,107.8,2.67
2014-05-01,Pulau Pinang,110.5,3.37
2014-05-01,Sabah,108.6,2.26
2014-05-01,Sarawak,109.0,3.12
2014-05-01,Selangor,110.8,3.45
2014-05-01,Terengganu,109.4,2.72
2014-05-01,W.P. Kuala Lumpur,108.9,3.52
2014-05-01,W.P. Labuan,112.9,3.96
2014-05-01,W.P. Putrajaya,110.3,3.57
2014-06-01,Johor,111.2,3.83
2014-06-01,Kedah,110.1,3.09
2014-06-01,Kelantan,111.3,3.25
2014-06-01,Melaka,109.9,3.39
2014-06-01,Negeri Sembilan,110.0,3.0
2014-06-01,Pahang,110.4,3.37
2014-06-01,Perak,108.8,2.93
2014-06-01,Perlis,108.0,2.96
2014-06-01,Pulau Pinang,110.5,3.27
2014-06-01,Sabah,108.7,2.26
2014-06-01,Sarawak,109.1,3.22
2014-06-01,Selangor,111.0,3.54
2014-06-01,Terengganu,109.7,2.81
2014-06-01,W.P. Kuala Lumpur,109.1,3.61
2014-06-01,W.P. Labuan,112.8,3.77
2014-06-01,W.P. Putrajaya,110.5,3.66
2014-07-01,Johor,111.4,3.72
2014-07-01,Kedah,110.3,2.99
2014-07-01,Kelantan,111.8,3.23
2014-07-01,Melaka,110.0,3.29
2014-07-01,Negeri Sembilan,110.1,2.9
2014-07-01,Pahang,110.3,3.08
2014-07-01,Perak,108.9,2.83
2014-07-01,Perlis,108.1,2.85
2014-07-01,Pulau Pinang,110.7,3.36
2014-07-01,Sabah,108.6,2.07
2014-07-01,Sarawak,109.1,2.92
2014-07-01,Selangor,111.0,3.35
2014-07-01,Terengganu,110.0,2.9
2014-07-01,W.P. Kuala Lumpur,109.2,3.61
2014-07-01,W.P. Labuan,112.7,3.39
2014-07-01,W.P. Putrajaya,110.4,3.47
2014-08-01,Johor,111.8,3.9
2014-08-01,Kedah,110.4,2.99
2014-08-01,Kelantan,111.8,3.23
2014-08-01,Melaka,110.3,3.47
2014-08-01,Negeri Sembilan,110.5,3.27
2014-08-01,Pahang,110.5,3.27
2014-08-01,Perak,109.0,2.83
2014-08-01,Perlis,108.1,2.17
2014-08-01,Pulau Pinang,110.8,3.45
2014-08-01,Sabah,108.7,2.07
2014-08-01,Sarawak,109.3,2.73
2014-08-01,Selangor,111.2,3.44
2014-08-01,Terengganu,109.9,2.9
2014-08-01,W.P. Kuala Lumpur,109.6,3.79
2014-08-01,W.P. Labuan,112.9,3.58
2014-08-01,W.P. Putrajaya,110.6,3.56
2014-09-01,Johor,112.0,3.04
2014-09-01,Kedah,110.6,2.12
2014-09-01,Kelantan,111.8,2.57
2014-09-01,Melaka,110.4,2.41
2014-09-01,Negeri Sembilan,110.7,2.31
2014-09-01,Pahang,110.5,2.13
2014-09-01,Perak,109.1,1.87
2014-09-01,Perlis,108.1,1.22
2014-09-01,Pulau Pinang,110.9,2.69
2014-09-01,Sabah,108.9,1.3
2014-09-01,Sarawak,109.5,2.05
2014-09-01,Selangor,111.4,3.05
2014-09-01,Terengganu,109.8,2.04
2014-09-01,W.P. Kuala Lumpur,109.7,2.91
2014-09-01,W.P. Labuan,112.9,2.45
2014-09-01,W.P. Putrajaya,110.7,2.41
2014-10-01,Johor,112.7,3.11
2014-10-01,Kedah,111.4,2.48
2014-10-01,Kelantan,112.5,2.83
2014-10-01,Melaka,111.0,2.87
2014-10-01,Negeri Sembilan,111.6,2.86
2014-10-01,Pahang,111.2,2.39
2014-10-01,Perak,109.9,2.23
2014-10-01,Perlis,108.8,0.93
2014-10-01,Pulau Pinang,111.6,2.95
2014-10-01,Sabah,109.4,1.48
2014-10-01,Sarawak,110.0,2.23
2014-10-01,Selangor,112.2,3.41
2014-10-01,Terengganu,110.5,2.41
2014-10-01,W.P. Kuala Lumpur,110.2,3.18
2014-10-01,W.P. Labuan,114.0,3.35
2014-10-01,W.P. Putrajaya,111.6,2.95
2014-11-01,Johor,113.4,3.56
2014-11-01,Kedah,111.7,2.76
2014-11-01,Kelantan,112.8,2.83
2014-11-01,Melaka,111.6,3.05
2014-11-01,Negeri Sembilan,112.1,3.03
2014-11-01,Pahang,111.6,2.48
2014-11-01,Perak,110.2,2.32
2014-11-01,Perlis,109.3,1.58
2014-11-01,Pulau Pinang,112.1,3.22
2014-11-01,Sabah,109.8,1.57
2014-11-01,Sarawak,110.5,2.31
2014-11-01,Selangor,112.9,3.67
2014-11-01,Terengganu,110.8,2.4
2014-11-01,W.P. Kuala Lumpur,110.8,3.45
2014-11-01,W.P. Labuan,114.2,1.6
2014-11-01,W.P. Putrajaya,112.1,3.22
2014-12-01,Johor,113.3,3.0
2014-12-01,Kedah,111.6,2.29
2014-12-01,Kelantan,113.1,2.63
2014-12-01,Melaka,111.5,2.67
2014-12-01,Negeri Sembilan,112.1,2.66
2014-12-01,Pahang,111.6,1.92
2014-12-01,Perak,110.1,1.94
2014-12-01,Perlis,109.1,1.11
2014-12-01,Pulau Pinang,112.0,2.75
2014-12-01,Sabah,109.8,1.57
2014-12-01,Sarawak,110.5,2.22
2014-12-01,Selangor,112.7,3.3
2014-12-01,Terengganu,110.8,1.93
2014-12-01,W.P. Kuala Lumpur,110.6,2.88
2014-12-01,W.P. Labuan,113.9,1.33
2014-12-01,W.P. Putrajaya,111.7,2.57
2015-01-01,Johor,112.2,1.54
2015-01-01,Kedah,110.4,0.64
2015-01-01,Kelantan,111.8,1.08
2015-01-01,Melaka,110.4,1.1
2015-01-01,Negeri Sembilan,110.8,1.19
2015-01-01,Pahang,110.7,0.73
2015-01-01,Perak,108.9,0.46
2015-01-01,Perlis,107.2,-1.02
2015-01-01,Pulau Pinang,111.1,1.46
2015-01-01,Sabah,108.2,-0.37
2015-01-01,Sarawak,108.8,-0.09
2015-01-01,Selangor,111.6,1.55
2015-01-01,Terengganu,109.6,0.46
2015-01-01,W.P. Kuala Lumpur,109.7,1.57
2015-01-01,W.P. Labuan,112.4,-0.44
2015-01-01,W.P. Putrajaya,110.0,0.64
2015-02-01,Johor,111.1,0.36
2015-02-01,Kedah,109.6,-0.36
2015-02-01,Kelantan,110.8,0.0
2015-02-01,Melaka,109.8,0.27
2015-02-01,Negeri Sembilan,109.8,0.27
2015-02-01,Pahang,109.6,-0.45
2015-02-01,Perak,108.0,-0.46
2015-02-01,Perlis,106.4,-1.3
2015-02-01,Pulau Pinang,110.4,0.36
2015-02-01,Sabah,107.8,-0.92
2015-02-01,Sarawak,108.4,-0.64
2015-02-01,Selangor,110.9,0.64
2015-02-01,Terengganu,108.5,-0.64
2015-02-01,W.P. Kuala Lumpur,109.3,0.74
2015-02-01,W.P. Labuan,112.3,-0.71
2015-02-01,W.P. Putrajaya,108.9,-0.64
2015-03-01,Johor,112.3,1.35
2015-03-01,Kedah,110.7,0.45
2015-03-01,Kelantan,111.6,0.63
2015-03-01,Melaka,110.8,1.0
2015-03-01,Negeri Sembilan,111.1,1.37
2015-03-01,Pahang,110.6,0.36
2015-03-01,Perak,109.1,0.46
2015-03-01,Perlis,107.7,-0.37
2015-03-01,Pulau Pinang,111.3,1.18
2015-03-01,Sabah,108.6,-0.18
2015-03-01,Sarawak,109.3,0.18
2015-03-01,Selangor,111.9,1.45
2015-03-01,Terengganu,109.4,0.09
2015-03-01,W.P. Kuala Lumpur,110.4,1.56
2015-03-01,W.P. Labuan,113.5,0.35
2015-03-01,W.P. Putrajaya,110.4,0.64
2015-04-01,Johor,113.6,2.43
2015-04-01,Kedah,111.5,1.27
2015-04-01,Kelantan,112.8,1.71
2015-04-01,Melaka,111.4,1.64
2015-04-01,Negeri Sembilan,112.1,2.19
2015-04-01,Pahang,111.6,1.18
2015-04-01,Perak,110.1,1.47
2015-04-01,Perlis,108.7,0.74
2015-04-01,Pulau Pinang,112.6,2.18
2015-04-01,Sabah,109.6,0.92
2015-04-01,Sarawak,110.5,1.19
2015-04-01,Selangor,113.5,2.9
2015-04-01,Terengganu,110.7,1.37
2015-04-01,W.P. Kuala Lumpur,111.6,2.57
2015-04-01,W.P. Labuan,113.8,0.8
2015-04-01,W.P. Putrajaya,111.1,0.91
2015-05-01,Johor,114.0,2.7
2015-05-01,Kedah,112.2,2.0
2015-05-01,Kelantan,113.2,1.89
2015-05-01,Melaka,111.7,1.73
2015-05-01,Negeri Sembilan,112.5,2.46
2015-05-01,Pahang,111.9,1.36
2015-05-01,Perak,110.5,1.75
2015-05-01,Perlis,108.8,0.93
2015-05-01,Pulau Pinang,112.9,2.17
2015-05-01,Sabah,109.7,1.01
2015-05-01,Sarawak,110.6,1.47
2015-05-01,Selangor,113.4,2.35
2015-05-01,Terengganu,111.2,1.65
2015-05-01,W.P. Kuala Lumpur,111.9,2.75
2015-05-01,W.P. Labuan,113.9,0.89
2015-05-01,W.P. Putrajaya,111.8,1.36
2015-06-01,Johor,114.9,3.33
2015-06-01,Kedah,112.8,2.45
2015-06-01,Kelantan,113.9,2.34
2015-06-01,Melaka,112.6,2.46
2015-06-01,Negeri Sembilan,113.4,3.09
2015-06-01,Pahang,112.6,1.99
2015-06-01,Perak,111.2,2.21
2015-06-01,Perlis,109.7,1.57
2015-06-01,Pulau Pinang,113.5,2.71
2015-06-01,Sabah,110.1,1.29
2015-06-01,Sarawak,111.1,1.83
2015-06-01,Selangor,114.2,2.88
2015-06-01,Terengganu,111.8,1.91
2015-06-01,W.P. Kuala Lumpur,112.6,3.21
2015-06-01,W.P. Labuan,114.5,1.51
2015-06-01,W.P. Putrajaya,112.6,1.9
2015-07-01,Johor,115.9,4.04
2015-07-01,Kedah,113.7,3.08
2015-07-01,Kelantan,115.3,3.13
2015-07-01,Melaka,113.5,3.18
2015-07-01,Negeri Sembilan,114.4,3.91
2015-07-01,Pahang,113.2,2.63
2015-07-01,Perak,111.9,2.75
2015-07-01,Perlis,110.8,2.5
2015-07-01,Pulau Pinang,114.4,3.34
2015-07-01,Sabah,110.6,1.84
2015-07-01,Sarawak,111.8,2.47
2015-07-01,Selangor,115.1,3.69
2015-07-01,Terengganu,113.1,2.82
2015-07-01,W.P. Kuala Lumpur,113.4,3.85
2015-07-01,W.P. Labuan,115.3,2.31
2015-07-01,W.P. Putrajaya,114.4,3.62
2015-08-01,Johor,116.3,4.03
2015-08-01,Kedah,113.5,2.81
2015-08-01,Kelantan,114.6,2.5
2015-08-01,Melaka,113.2,2.63
2015-08-01,Negeri Sembilan,114.3,3.44
2015-08-01,Pahang,113.2,2.44
2015-08-01,Perak,111.7,2.48
2015-08-01,Perlis,110.1,1.85
2015-08-01,Pulau Pinang,114.5,3.34
2015-08-01,Sabah,110.7,1.84
2015-08-01,Sarawak,111.9,2.38
2015-08-01,Selangor,115.1,3.51
2015-08-01,Terengganu,112.4,2.27
2015-08-01,W.P. Kuala Lumpur,113.5,3.56
2015-08-01,W.P. Labuan,116.5,3.19
2015-08-01,W.P. Putrajaya,114.5,3.53
2015-09-01,Johor,115.9,3.48
2015-09-01,Kedah,113.4,2.53
2015-09-01,Kelantan,114.1,2.06
2015-09-01,Melaka,113.3,2.63
2015-09-01,Negeri Sembilan,114.1,3.07
2015-09-01,Pahang,113.0,2.26
2015-09-01,Perak,111.5,2.2
2015-09-01,Perlis,109.9,1.67
2015-09-01,Pulau Pinang,114.3,3.07
2015-09-01,Sabah,110.1,1.1
2015-09-01,Sarawak,111.6,1.92
2015-09-01,Selangor,114.8,3.05
2015-09-01,Terengganu,112.1,2.09
2015-09-01,W.P. Kuala Lumpur,113.3,3.28
2015-09-01,W.P. Labuan,116.0,2.75
2015-09-01,W.P. Putrajaya,114.1,3.07
2015-10-01,Johor,116.5,3.37
2015-10-01,Kedah,113.9,2.24
2015-10-01,Kelantan,114.5,1.78
2015-10-01,Melaka,113.6,2.34
2015-10-01,Negeri Sembilan,114.6,2.69
2015-10-01,Pahang,113.6,2.16
2015-10-01,Perak,112.1,2.0
2015-10-01,Perlis,110.4,1.47
2015-10-01,Pulau Pinang,114.9,2.96
2015-10-01,Sabah,110.7,1.19
2015-10-01,Sarawak,112.1,1.91
2015-10-01,Selangor,115.3,2.76
2015-10-01,Terengganu,112.5,1.81
2015-10-01,W.P. Kuala Lumpur,113.8,3.27
2015-10-01,W.P. Labuan,116.5,2.19
2015-10-01,W.P. Putrajaya,114.8,2.87
2015-11-01,Johor,117.5,3.62
2015-11-01,Kedah,114.2,2.24
2015-11-01,Kelantan,115.2,2.13
2015-11-01,Melaka,114.3,2.42
2015-11-01,Negeri Sembilan,115.4,2.94
2015-11-01,Pahang,114.2,2.33
2015-11-01,Perak,112.5,2.09
2015-11-01,Perlis,111.1,1.65
2015-11-01,Pulau Pinang,115.6,3.12
2015-11-01,Sabah,111.0,1.09
2015-11-01,Sarawak,112.7,1.99
2015-11-01,Selangor,116.2,2.92
2015-11-01,Terengganu,112.9,1.9
2015-11-01,W.P. Kuala Lumpur,114.4,3.25
2015-11-01,W.P. Labuan,116.6,2.1
2015-11-01,W.P. Putrajaya,115.7,3.21
2015-12-01,Johor,117.6,3.8
2015-12-01,Kedah,114.1,2.24
2015-12-01,Kelantan,115.1,1.77
2015-12-01,Melaka,114.2,2.42
2015-12-01,Negeri Sembilan,115.4,2.94
2015-12-01,Pahang,114.4,2.51
2015-12-01,Perak,112.4,2.09
2015-12-01,Perlis,110.6,1.37
2015-12-01,Pulau Pinang,115.5,3.13
2015-12-01,Sabah,110.9,1.0
2015-12-01,Sarawak,112.5,1.81
2015-12-01,Selangor,116.2,3.11
2015-12-01,Terengganu,112.9,1.9
2015-12-01,W.P. Kuala Lumpur,114.5,3.53
2015-12-01,W.P. Labuan,116.2,2.02
2015-12-01,W.P. Putrajaya,115.4,3.31
2016-01-01,Johor,117.4,4.63
2016-01-01,Kedah,114.0,3.26
2016-01-01,Kelantan,114.9,2.77
2016-01-01,Melaka,114.1,3.35
2016-01-01,Negeri Sembilan,114.9,3.7
2016-01-01,Pahang,114.0,2.98
2016-01-01,Perak,112.1,2.94
2016-01-01,Perlis,110.4,2.99
2016-01-01,Pulau Pinang,115.5,3.96
2016-01-01,Sabah,110.3,1.94
2016-01-01,Sarawak,112.2,3.13
2016-01-01,Selangor,115.9,3.85
2016-01-01,Terengganu,112.8,2.92
2016-01-01,W.P. Kuala Lumpur,114.2,4.1
2016-01-01,W.P. Labuan,115.7,2.94
2016-01-01,W.P. Putrajaya,115.4,4.91
2016-02-01,Johor,117.2,5.49
2016-02-01,Kedah,113.6,3.65
2016-02-01,Kelantan,114.9,3.7
2016-02-01,Melaka,114.1,3.92
2016-02-01,Negeri Sembilan,114.7,4.46
2016-02-01,Pahang,113.9,3.92
2016-02-01,Perak,111.9,3.61
2016-02-01,Perlis,110.4,3.76
2016-02-01,Pulau Pinang,115.6,4.71
2016-02-01,Sabah,110.0,2.04
2016-02-01,Sarawak,112.1,3.41
2016-02-01,Selangor,115.9,4.51
2016-02-01,Terengganu,112.6,3.78
2016-02-01,W.P. Kuala Lumpur,114.6,4.85
2016-02-01,W.P. Labuan,114.9,2.32
2016-02-01,W.P. Putrajaya,115.3,5.88
2016-03-01,Johor,116.5,3.74
2016-03-01,Kedah,113.0,2.08
2016-03-01,Kelantan,114.0,2.15
2016-03-01,Melaka,113.4,2.35
2016-03-01,Negeri Sembilan,113.9,2.52
2016-03-01,Pahang,113.3,2.44
2016-03-01,Perak,111.2,1.92
2016-03-01,Perlis,109.6,1.76
2016-03-01,Pulau Pinang,115.1,3.41
2016-03-01,Sabah,109.6,0.92
2016-03-01,Sarawak,111.7,2.2
2016-03-01,Selangor,115.1,2.86
2016-03-01,Terengganu,111.8,2.19
2016-03-01,W.P. Kuala Lumpur,114.1,3.35
2016-03-01,W.P. Labuan,114.5,0.88
2016-03-01,W.P. Putrajaya,114.7,3.89
2016-04-01,Johor,117.1,3.08
2016-04-01,Kedah,113.5,1.79
2016-04-01,Kelantan,114.3,1.33
2016-04-01,Melaka,113.9,2.24
2016-04-01,Negeri Sembilan,114.5,2.14
2016-04-01,Pahang,113.7,1.88
2016-04-01,Perak,111.7,1.45
2016-04-01,Perlis,109.8,1.01
2016-04-01,Pulau Pinang,115.5,2.58
2016-04-01,Sabah,110.1,0.46
2016-04-01,Sarawak,112.3,1.63
2016-04-01,Selangor,115.6,1.85
2016-04-01,Terengganu,112.1,1.26
2016-04-01,W.P. Kuala Lumpur,114.5,2.6
2016-04-01,W.P. Labuan,114.6,0.7
2016-04-01,W.P. Putrajaya,115.1,3.6
2016-05-01,Johor,117.4,2.98
2016-05-01,Kedah,113.7,1.34
2016-05-01,Kelantan,114.7,1.33
2016-05-01,Melaka,114.1,2.15
2016-05-01,Negeri Sembilan,114.7,1.96
2016-05-01,Pahang,113.9,1.79
2016-05-01,Perak,111.9,1.27
2016-05-01,Perlis,110.1,1.19
2016-05-01,Pulau Pinang,115.6,2.39
2016-05-01,Sabah,110.2,0.46
2016-05-01,Sarawak,112.3,1.54
2016-05-01,Selangor,116.0,2.29
2016-05-01,Terengganu,112.5,1.17
2016-05-01,W.P. Kuala Lumpur,114.9,2.68
2016-05-01,W.P. Labuan,115.1,1.05
2016-05-01,W.P. Putrajaya,115.0,2.86
2016-06-01,Johor,117.6,2.35
2016-06-01,Kedah,114.0,1.06
2016-06-01,Kelantan,115.3,1.23
2016-06-01,Melaka,114.3,1.51
2016-06-01,Negeri Sembilan,115.0,1.41
2016-06-01,Pahang,114.1,1.33
2016-06-01,Perak,112.0,0.72
2016-06-01,Perlis,110.7,0.91
2016-06-01,Pulau Pinang,115.8,2.03
2016-06-01,Sabah,110.2,0.09
2016-06-01,Sarawak,112.3,1.08
2016-06-01,Selangor,116.2,1.75
2016-06-01,Terengganu,113.0,1.07
2016-06-01,W.P. Kuala Lumpur,114.9,2.04
2016-06-01,W.P. Labuan,115.1,0.52
2016-06-01,W.P. Putrajaya,115.0,2.13
2016-07-01,Johor,118.1,1.9
2016-07-01,Kedah,114.4,0.62
2016-07-01,Kelantan,115.8,0.43
2016-07-01,Melaka,114.7,1.06
2016-07-01,Negeri Sembilan,115.4,0.87
2016-07-01,Pahang,114.5,1.15
2016-07-01,Perak,112.3,0.36
2016-07-01,Perlis,111.3,0.45
2016-07-01,Pulau Pinang,116.1,1.49
2016-07-01,Sabah,110.5,-0.09
2016-07-01,Sarawak,112.5,0.63
2016-07-01,Selangor,116.6,1.3
2016-07-01,Terengganu,113.5,0.35
2016-07-01,W.P. Kuala Lumpur,115.1,1.5
2016-07-01,W.P. Labuan,115.1,-0.17
2016-07-01,W.P. Putrajaya,115.4,0.87
2016-08-01,Johor,118.5,1.89
2016-08-01,Kedah,114.8,1.15
2016-08-01,Kelantan,115.8,1.05
2016-08-01,Melaka,115.0,1.59
2016-08-01,Negeri Sembilan,115.9,1.4
2016-08-01,Pahang,114.8,1.41
2016-08-01,Perak,112.6,0.81
2016-08-01,Perlis,111.2,1.0
2016-08-01,Pulau Pinang,116.5,1.75
2016-08-01,Sabah,110.8,0.09
2016-08-01,Sarawak,112.8,0.8
2016-08-01,Selangor,117.1,1.74
2016-08-01,Terengganu,113.5,0.98
2016-08-01,W.P. Kuala Lumpur,116.3,2.47
2016-08-01,W.P. Labuan,115.3,-1.03
2016-08-01,W.P. Putrajaya,115.7,1.05
2016-09-01,Johor,118.2,1.98
2016-09-01,Kedah,114.5,0.97
2016-09-01,Kelantan,115.5,1.23
2016-09-01,Melaka,114.6,1.15
2016-09-01,Negeri Sembilan,115.5,1.23
2016-09-01,Pahang,114.5,1.33
2016-09-01,Perak,112.3,0.72
2016-09-01,Perlis,110.8,0.82
2016-09-01,Pulau Pinang,116.2,1.66
2016-09-01,Sabah,110.6,0.45
2016-09-01,Sarawak,112.7,0.99
2016-09-01,Selangor,116.9,1.83
2016-09-01,Terengganu,113.1,0.89
2016-09-01,W.P. Kuala Lumpur,116.1,2.47
2016-09-01,W.P. Labuan,115.1,-0.78
2016-09-01,W.P. Putrajaya,115.4,1.14
2016-10-01,Johor,118.5,1.72
2016-10-01,Kedah,114.9,0.88
2016-10-01,Kelantan,115.5,0.87
2016-10-01,Melaka,115.0,1.23
2016-10-01,Negeri Sembilan,116.0,1.22
2016-10-01,Pahang,114.7,0.97
2016-10-01,Perak,112.7,0.54
2016-10-01,Perlis,111.1,0.63
2016-10-01,Pulau Pinang,116.7,1.57
2016-10-01,Sabah,111.0,0.27
2016-10-01,Sarawak,113.1,0.89
2016-10-01,Selangor,117.2,1.65
2016-10-01,Terengganu,113.2,0.62
2016-10-01,W.P. Kuala Lumpur,116.3,2.2
2016-10-01,W.P. Labuan,115.4,-0.94
2016-10-01,W.P. Putrajaya,115.7,0.78
2016-11-01,Johor,119.7,1.87
2016-11-01,Kedah,115.8,1.4
2016-11-01,Kelantan,116.7,1.3
2016-11-01,Melaka,116.2,1.66
2016-11-01,Negeri Sembilan,117.2,1.56
2016-11-01,Pahang,115.9,1.49
2016-11-01,Perak,113.7,1.07
2016-11-01,Perlis,112.2,0.99
2016-11-01,Pulau Pinang,118.0,2.08
2016-11-01,Sabah,112.1,0.99
2016-11-01,Sarawak,113.9,1.06
2016-11-01,Selangor,118.4,1.89
2016-11-01,Terengganu,114.1,1.06
2016-11-01,W.P. Kuala Lumpur,117.5,2.71
2016-11-01,W.P. Labuan,116.2,-0.34
2016-11-01,W.P. Putrajaya,116.3,0.52
2016-12-01,Johor,119.7,1.79
2016-12-01,Kedah,116.0,1.67
2016-12-01,Kelantan,116.8,1.48
2016-12-01,Melaka,116.4,1.93
2016-12-01,Negeri Sembilan,117.2,1.56
2016-12-01,Pahang,115.8,1.22
2016-12-01,Perak,113.7,1.16
2016-12-01,Perlis,112.8,1.99
2016-12-01,Pulau Pinang,118.0,2.16
2016-12-01,Sabah,112.1,1.08
2016-12-01,Sarawak,113.7,1.07
2016-12-01,Selangor,118.4,1.89
2016-12-01,Terengganu,114.2,1.15
2016-12-01,W.P. Kuala Lumpur,117.4,2.53
2016-12-01,W.P. Labuan,115.9,-0.26
2016-12-01,W.P. Putrajaya,116.4,0.87
2017-01-01,Johor,121.4,3.41
2017-01-01,Kedah,117.6,3.16
2017-01-01,Kelantan,118.3,2.96
2017-01-01,Melaka,117.8,3.24
2017-01-01,Negeri Sembilan,118.7,3.31
2017-01-01,Pahang,116.8,2.46
2017-01-01,Perak,114.9,2.5
2017-01-01,Perlis,114.6,3.8
2017-01-01,Pulau Pinang,119.4,3.38
2017-01-01,Sabah,113.2,2.63
2017-01-01,Sarawak,114.8,2.32
2017-01-01,Selangor,119.6,3.19
2017-01-01,Terengganu,115.6,2.48
2017-01-01,W.P. Kuala Lumpur,118.3,3.59
2017-01-01,W.P. Labuan,116.5,0.69
2017-01-01,W.P. Putrajaya,117.8,2.08
2017-02-01,Johor,123.2,5.12
2017-02-01,Kedah,119.1,4.84
2017-02-01,Kelantan,119.5,4.0
2017-02-01,Melaka,119.4,4.65
2017-02-01,Negeri Sembilan,120.6,5.14
2017-02-01,Pahang,118.3,3.86
2017-02-01,Perak,116.3,3.93
2017-02-01,Perlis,116.0,5.07
2017-02-01,Pulau Pinang,120.8,4.5
2017-02-01,Sabah,113.5,3.18
2017-02-01,Sarawak,115.9,3.39
2017-02-01,Selangor,121.5,4.83
2017-02-01,Terengganu,116.9,3.82
2017-02-01,W.P. Kuala Lumpur,120.0,4.71
2017-02-01,W.P. Labuan,117.7,2.44
2017-02-01,W.P. Putrajaya,118.8,3.04
2017-03-01,Johor,123.0,5.58
2017-03-01,Kedah,119.0,5.31
2017-03-01,Kelantan,119.3,4.65
2017-03-01,Melaka,119.2,5.11
2017-03-01,Negeri Sembilan,120.4,5.71
2017-03-01,Pahang,118.1,4.24
2017-03-01,Perak,116.1,4.41
2017-03-01,Perlis,115.5,5.38
2017-03-01,Pulau Pinang,120.7,4.87
2017-03-01,Sabah,114.2,4.2
2017-03-01,Sarawak,116.1,3.94
2017-03-01,Selangor,121.2,5.3
2017-03-01,Terengganu,116.5,4.2
2017-03-01,W.P. Kuala Lumpur,119.7,4.91
2017-03-01,W.P. Labuan,117.6,2.71
2017-03-01,W.P. Putrajaya,118.6,3.4
2017-04-01,Johor,122.8,4.87
2017-04-01,Kedah,118.6,4.49
2017-04-01,Kelantan,118.7,3.85
2017-04-01,Melaka,119.1,4.57
2017-04-01,Negeri Sembilan,120.0,4.8
2017-04-01,Pahang,117.8,3.61
2017-04-01,Perak,115.7,3.58
2017-04-01,Perlis,115.1,4.83
2017-04-01,Pulau Pinang,120.5,4.33
2017-04-01,Sabah,113.9,3.45
2017-04-01,Sarawak,115.9,3.21
2017-04-01,Selangor,121.0,4.67
2017-04-01,Terengganu,115.9,3.39
2017-04-01,W.P. Kuala Lumpur,119.5,4.37
2017-04-01,W.P. Labuan,117.5,2.53
2017-04-01,W.P. Putrajaya,118.6,3.04
2017-05-01,Johor,122.3,4.17
2017-05-01,Kedah,118.3,4.05
2017-05-01,Kelantan,118.7,3.49
2017-05-01,Melaka,118.9,4.21
2017-05-01,Negeri Sembilan,119.6,4.27
2017-05-01,Pahang,117.5,3.16
2017-05-01,Perak,115.4,3.13
2017-05-01,Perlis,114.8,4.27
2017-05-01,Pulau Pinang,120.6,4.33
2017-05-01,Sabah,113.7,3.18
2017-05-01,Sarawak,115.5,2.85
2017-05-01,Selangor,120.8,4.14
2017-05-01,Terengganu,115.7,2.84
2017-05-01,W.P. Kuala Lumpur,119.6,4.09
2017-05-01,W.P. Labuan,117.2,1.82
2017-05-01,W.P. Putrajaya,118.3,2.87
2017-06-01,Johor,122.2,3.91
2017-06-01,Kedah,118.1,3.6
2017-06-01,Kelantan,118.6,2.86
2017-06-01,Melaka,118.7,3.85
2017-06-01,Negeri Sembilan,119.3,3.74
2017-06-01,Pahang,117.2,2.72
2017-06-01,Perak,115.1,2.77
2017-06-01,Perlis,114.5,3.43
2017-06-01,Pulau Pinang,120.3,3.89
2017-06-01,Sabah,113.4,2.9
2017-06-01,Sarawak,115.2,2.58
2017-06-01,Selangor,120.5,3.7
2017-06-01,Terengganu,115.6,2.3
2017-06-01,W.P. Kuala Lumpur,119.2,3.74
2017-06-01,W.P. Labuan,116.8,1.48
2017-06-01,W.P. Putrajaya,118.0,2.61
2017-07-01,Johor,122.1,3.39
2017-07-01,Kedah,118.0,3.15
2017-07-01,Kelantan,118.7,2.5
2017-07-01,Melaka,118.6,3.4
2017-07-01,Negeri Sembilan,119.2,3.29
2017-07-01,Pahang,117.2,2.36
2017-07-01,Perak,115.2,2.58
2017-07-01,Perlis,114.1,2.52
2017-07-01,Pulau Pinang,120.4,3.7
2017-07-01,Sabah,113.6,2.81
2017-07-01,Sarawak,115.2,2.4
2017-07-01,Selangor,120.5,3.34
2017-07-01,Terengganu,115.8,2.03
2017-07-01,W.P. Kuala Lumpur,119.1,3.48
2017-07-01,W.P. Labuan,117.0,1.65
2017-07-01,W.P. Putrajaya,118.0,2.25
2017-08-01,Johor,123.3,4.05
2017-08-01,Kedah,119.1,3.75
2017-08-01,Kelantan,119.7,3.37
2017-08-01,Melaka,119.6,4.0
2017-08-01,Negeri Sembilan,120.3,3.8
2017-08-01,Pahang,118.1,2.87
2017-08-01,Perak,116.1,3.11
2017-08-01,Perlis,115.3,3.69
2017-08-01,Pulau Pinang,121.1,3.95
2017-08-01,Sabah,114.3,3.16
2017-08-01,Sarawak,116.0,2.84
2017-08-01,Selangor,121.8,4.01
2017-08-01,Terengganu,116.6,2.73
