Month,DivisionCode,Division,CPI Index,YoY %
2012-05-01,13,Personal Care & Miscellaneous,103.9,2.16
2012-05-01,overall,Overall CPI,104.7,1.75
2012-06-01,01,Food & Beverages,107.7,2.87
2012-06-01,02,Alcoholic Beverages & Tobacco,104.7,0.0
2012-06-01,03,Clothing & Footwear,99.2,-0.6
2012-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.2,1.47
2012-06-01,05,Furnishings & Household Maintenance,103.8,2.17
2012-06-01,06,Health,104.6,2.05
2012-06-01,07,Transport,105.0,0.19
2012-06-01,08,Information & Communication,99.1,-0.6
2012-06-01,09,"Recreation, Sport & Culture",103.2,1.28
2012-06-01,10,Education,104.7,2.45
2012-06-01,11,Restaurant & Accommodation Services,109.0,2.93
2012-06-01,12,Insurance & Financial Services,101.2,1.0
2012-06-01,13,Personal Care & Miscellaneous,104.1,2.16
2012-06-01,overall,Overall CPI,104.8,1.55
2012-07-01,01,Food & Beverages,107.8,2.57
2012-07-01,02,Alcoholic Beverages & Tobacco,104.7,0.1
2012-07-01,03,Clothing & Footwear,99.1,-0.5
2012-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.3,1.47
2012-07-01,05,Furnishings & Household Maintenance,103.8,1.67
2012-07-01,06,Health,104.8,1.95
2012-07-01,07,Transport,104.5,-0.19
2012-07-01,08,Information & Communication,99.1,-0.6
2012-07-01,09,"Recreation, Sport & Culture",103.3,0.98
2012-07-01,10,Education,104.7,2.35
2012-07-01,11,Restaurant & Accommodation Services,109.2,2.63
2012-07-01,12,Insurance & Financial Services,101.2,0.9
2012-07-01,13,Personal Care & Miscellaneous,104.5,2.05
2012-07-01,overall,Overall CPI,104.8,1.35
2012-08-01,01,Food & Beverages,108.0,2.76
2012-08-01,02,Alcoholic Beverages & Tobacco,104.8,0.19
2012-08-01,03,Clothing & Footwear,98.7,-0.6
2012-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.8,1.47
2012-08-01,05,Furnishings & Household Maintenance,104.0,1.86
2012-08-01,06,Health,104.9,1.75
2012-08-01,07,Transport,104.8,0.0
2012-08-01,08,Information & Communication,99.0,-0.6
2012-08-01,09,"Recreation, Sport & Culture",103.2,0.29
2012-08-01,10,Education,104.7,2.25
2012-08-01,11,Restaurant & Accommodation Services,109.2,2.54
2012-08-01,12,Insurance & Financial Services,101.6,1.4
2012-08-01,13,Personal Care & Miscellaneous,104.4,1.16
2012-08-01,overall,Overall CPI,105.0,1.35
2012-09-01,01,Food & Beverages,108.0,2.37
2012-09-01,02,Alcoholic Beverages & Tobacco,104.9,0.29
2012-09-01,03,Clothing & Footwear,99.1,-0.7
2012-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.8,1.47
2012-09-01,05,Furnishings & Household Maintenance,104.3,1.96
2012-09-01,06,Health,105.4,1.93
2012-09-01,07,Transport,105.6,0.86
2012-09-01,08,Information & Communication,98.9,-0.7
2012-09-01,09,"Recreation, Sport & Culture",103.1,0.19
2012-09-01,10,Education,104.8,2.34
2012-09-01,11,Restaurant & Accommodation Services,109.5,2.53
2012-09-01,12,Insurance & Financial Services,101.7,1.5
2012-09-01,13,Personal Care & Miscellaneous,104.9,0.96
2012-09-01,overall,Overall CPI,105.2,1.25
2012-10-01,01,Food & Beverages,108.4,1.98
2012-10-01,02,Alcoholic Beverages & Tobacco,104.9,0.29
2012-10-01,03,Clothing & Footwear,99.0,-0.7
2012-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.8,1.47
2012-10-01,05,Furnishings & Household Maintenance,104.2,1.86
2012-10-01,06,Health,105.5,1.83
2012-10-01,07,Transport,105.6,0.76
2012-10-01,08,Information & Communication,98.8,-0.7
2012-10-01,09,"Recreation, Sport & Culture",103.1,0.1
2012-10-01,10,Education,104.8,2.24
2012-10-01,11,Restaurant & Accommodation Services,109.7,2.43
2012-10-01,12,Insurance & Financial Services,102.0,1.8
2012-10-01,13,Personal Care & Miscellaneous,105.0,1.45
2012-10-01,overall,Overall CPI,105.4,1.35
2012-11-01,01,Food & Beverages,108.4,1.98
2012-11-01,02,Alcoholic Beverages & Tobacco,106.6,1.91
2012-11-01,03,Clothing & Footwear,99.0,-0.9
2012-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",104.0,1.46
2012-11-01,05,Furnishings & Household Maintenance,104.2,1.76
2012-11-01,06,Health,105.7,2.03
2012-11-01,07,Transport,105.7,0.76
2012-11-01,08,Information & Communication,98.8,-0.7
2012-11-01,09,"Recreation, Sport & Culture",103.0,-0.1
2012-11-01,10,Education,104.8,1.65
2012-11-01,11,Restaurant & Accommodation Services,109.9,2.33
2012-11-01,12,Insurance & Financial Services,102.0,2.0
2012-11-01,13,Personal Care & Miscellaneous,105.1,1.15
2012-11-01,overall,Overall CPI,105.5,1.34
2012-12-01,01,Food & Beverages,108.7,1.97
2012-12-01,02,Alcoholic Beverages & Tobacco,106.6,1.91
2012-12-01,03,Clothing & Footwear,98.6,-1.0
2012-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",104.0,1.46
2012-12-01,05,Furnishings & Household Maintenance,104.1,1.56
2012-12-01,06,Health,105.8,2.12
2012-12-01,07,Transport,105.3,0.38
2012-12-01,08,Information & Communication,98.8,-0.6
2012-12-01,09,"Recreation, Sport & Culture",103.0,-0.1
2012-12-01,10,Education,104.9,1.65
2012-12-01,11,Restaurant & Accommodation Services,109.9,2.23
2012-12-01,12,Insurance & Financial Services,102.0,2.0
2012-12-01,13,Personal Care & Miscellaneous,104.9,0.96
2012-12-01,overall,Overall CPI,105.5,1.25
2013-01-01,01,Food & Beverages,109.9,2.23
2013-01-01,02,Alcoholic Beverages & Tobacco,106.7,2.01
2013-01-01,03,Clothing & Footwear,98.9,-0.5
2013-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",104.0,1.36
2013-01-01,05,Furnishings & Household Maintenance,104.6,1.65
2013-01-01,06,Health,106.0,2.02
2013-01-01,07,Transport,105.3,0.38
2013-01-01,08,Information & Communication,98.6,-0.8
2013-01-01,09,"Recreation, Sport & Culture",103.1,-0.1
2013-01-01,10,Education,106.0,1.83
2013-01-01,11,Restaurant & Accommodation Services,110.1,2.13
2013-01-01,12,Insurance & Financial Services,102.4,2.09
2013-01-01,13,Personal Care & Miscellaneous,105.6,1.73
2013-01-01,overall,Overall CPI,105.9,1.34
2013-02-01,01,Food & Beverages,110.2,3.28
2013-02-01,02,Alcoholic Beverages & Tobacco,106.7,2.01
2013-02-01,03,Clothing & Footwear,98.6,-1.2
2013-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",104.3,1.26
2013-02-01,05,Furnishings & Household Maintenance,104.9,1.55
2013-02-01,06,Health,106.1,1.92
2013-02-01,07,Transport,105.3,0.38
2013-02-01,08,Information & Communication,98.7,-0.7
2013-02-01,09,"Recreation, Sport & Culture",103.2,-0.19
2013-02-01,10,Education,106.8,2.2
2013-02-01,11,Restaurant & Accommodation Services,110.5,2.22
2013-02-01,12,Insurance & Financial Services,102.4,1.39
2013-02-01,13,Personal Care & Miscellaneous,105.4,1.15
2013-02-01,overall,Overall CPI,106.1,1.53
2013-03-01,01,Food & Beverages,110.2,3.28
2013-03-01,02,Alcoholic Beverages & Tobacco,106.7,2.01
2013-03-01,03,Clothing & Footwear,98.9,-0.5
2013-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",104.3,1.26
2013-03-01,05,Furnishings & Household Maintenance,105.3,1.74
2013-03-01,06,Health,106.2,1.92
2013-03-01,07,Transport,105.9,0.95
2013-03-01,08,Information & Communication,98.6,-0.7
2013-03-01,09,"Recreation, Sport & Culture",103.2,0.0
2013-03-01,10,Education,106.9,2.2
2013-03-01,11,Restaurant & Accommodation Services,110.9,2.31
2013-03-01,12,Insurance & Financial Services,102.6,1.28
2013-03-01,13,Personal Care & Miscellaneous,105.3,1.15
2013-03-01,overall,Overall CPI,106.2,1.63
2013-04-01,01,Food & Beverages,110.4,3.76
2013-04-01,02,Alcoholic Beverages & Tobacco,106.7,2.01
2013-04-01,03,Clothing & Footwear,98.8,-0.7
2013-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",104.3,1.26
2013-04-01,05,Furnishings & Household Maintenance,105.4,1.74
2013-04-01,06,Health,106.6,2.11
2013-04-01,07,Transport,105.8,0.57
2013-04-01,08,Information & Communication,98.5,-0.71
2013-04-01,09,"Recreation, Sport & Culture",103.1,-0.1
2013-04-01,10,Education,107.0,2.1
2013-04-01,11,Restaurant & Accommodation Services,111.1,2.3
2013-04-01,12,Insurance & Financial Services,102.6,1.28
2013-04-01,13,Personal Care & Miscellaneous,104.9,0.96
2013-04-01,overall,Overall CPI,106.3,1.72
2013-05-01,01,Food & Beverages,110.8,3.45
2013-05-01,02,Alcoholic Beverages & Tobacco,106.7,1.91
2013-05-01,03,Clothing & Footwear,98.8,-0.7
2013-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",105.3,2.03
2013-05-01,05,Furnishings & Household Maintenance,105.3,1.54
2013-05-01,06,Health,106.8,2.2
2013-05-01,07,Transport,105.7,0.38
2013-05-01,08,Information & Communication,98.5,-0.71
2013-05-01,09,"Recreation, Sport & Culture",103.0,-0.19
2013-05-01,10,Education,107.2,2.29
2013-05-01,11,Restaurant & Accommodation Services,111.3,2.3
2013-05-01,12,Insurance & Financial Services,102.6,1.38
2013-05-01,13,Personal Care & Miscellaneous,104.3,0.38
2013-05-01,overall,Overall CPI,106.6,1.81
2013-06-01,01,Food & Beverages,111.2,3.25
2013-06-01,02,Alcoholic Beverages & Tobacco,109.1,4.2
2013-06-01,03,Clothing & Footwear,98.6,-0.6
2013-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",105.3,2.03
2013-06-01,05,Furnishings & Household Maintenance,105.5,1.64
2013-06-01,06,Health,106.6,1.91
2013-06-01,07,Transport,105.3,0.29
2013-06-01,08,Information & Communication,98.4,-0.71
2013-06-01,09,"Recreation, Sport & Culture",103.0,-0.19
2013-06-01,10,Education,107.3,2.48
2013-06-01,11,Restaurant & Accommodation Services,111.4,2.2
2013-06-01,12,Insurance & Financial Services,102.6,1.38
2013-06-01,13,Personal Care & Miscellaneous,104.1,0.0
2013-06-01,overall,Overall CPI,106.7,1.81
2013-07-01,01,Food & Beverages,112.0,3.9
2013-07-01,02,Alcoholic Beverages & Tobacco,109.1,4.2
2013-07-01,03,Clothing & Footwear,98.3,-0.81
2013-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",105.3,1.94
2013-07-01,05,Furnishings & Household Maintenance,105.5,1.64
2013-07-01,06,Health,106.7,1.81
2013-07-01,07,Transport,105.4,0.86
2013-07-01,08,Information & Communication,98.4,-0.71
2013-07-01,09,"Recreation, Sport & Culture",103.0,-0.29
2013-07-01,10,Education,107.4,2.58
2013-07-01,11,Restaurant & Accommodation Services,111.5,2.11
2013-07-01,12,Insurance & Financial Services,103.4,2.17
2013-07-01,13,Personal Care & Miscellaneous,103.9,-0.57
2013-07-01,overall,Overall CPI,106.9,2.0
2013-08-01,01,Food & Beverages,111.9,3.61
2013-08-01,02,Alcoholic Beverages & Tobacco,109.1,4.1
2013-08-01,03,Clothing & Footwear,98.3,-0.41
2013-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",105.7,1.83
2013-08-01,05,Furnishings & Household Maintenance,105.5,1.44
2013-08-01,06,Health,106.9,1.91
2013-08-01,07,Transport,105.4,0.57
2013-08-01,08,Information & Communication,98.3,-0.71
2013-08-01,09,"Recreation, Sport & Culture",103.1,-0.1
2013-08-01,10,Education,107.4,2.58
2013-08-01,11,Restaurant & Accommodation Services,111.8,2.38
2013-08-01,12,Insurance & Financial Services,103.4,1.77
2013-08-01,13,Personal Care & Miscellaneous,104.7,0.29
2013-08-01,overall,Overall CPI,107.0,1.9
2013-09-01,01,Food & Beverages,112.2,3.89
2013-09-01,02,Alcoholic Beverages & Tobacco,109.6,4.48
2013-09-01,03,Clothing & Footwear,98.6,-0.5
2013-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",105.7,1.83
2013-09-01,05,Furnishings & Household Maintenance,105.7,1.34
2013-09-01,06,Health,107.2,1.71
2013-09-01,07,Transport,110.5,4.64
2013-09-01,08,Information & Communication,98.3,-0.61
2013-09-01,09,"Recreation, Sport & Culture",103.0,-0.1
2013-09-01,10,Education,107.5,2.58
2013-09-01,11,Restaurant & Accommodation Services,112.2,2.47
2013-09-01,12,Insurance & Financial Services,103.4,1.67
2013-09-01,13,Personal Care & Miscellaneous,104.9,0.0
2013-09-01,overall,Overall CPI,107.9,2.57
2013-10-01,01,Food & Beverages,112.4,3.69
2013-10-01,02,Alcoholic Beverages & Tobacco,121.7,16.02
2013-10-01,03,Clothing & Footwear,98.6,-0.4
2013-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",105.7,1.83
2013-10-01,05,Furnishings & Household Maintenance,105.7,1.44
2013-10-01,06,Health,107.3,1.71
2013-10-01,07,Transport,110.8,4.92
2013-10-01,08,Information & Communication,98.3,-0.51
2013-10-01,09,"Recreation, Sport & Culture",103.0,-0.1
2013-10-01,10,Education,107.5,2.58
2013-10-01,11,Restaurant & Accommodation Services,112.5,2.55
2013-10-01,12,Insurance & Financial Services,103.5,1.47
2013-10-01,13,Personal Care & Miscellaneous,104.6,-0.38
2013-10-01,overall,Overall CPI,108.3,2.75
2013-11-01,01,Food & Beverages,112.6,3.87
2013-11-01,02,Alcoholic Beverages & Tobacco,121.7,14.17
2013-11-01,03,Clothing & Footwear,98.7,-0.3
2013-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",106.4,2.31
2013-11-01,05,Furnishings & Household Maintenance,105.9,1.63
2013-11-01,06,Health,107.6,1.8
2013-11-01,07,Transport,110.9,4.92
2013-11-01,08,Information & Communication,98.2,-0.61
2013-11-01,09,"Recreation, Sport & Culture",103.6,0.58
2013-11-01,10,Education,107.8,2.86
2013-11-01,11,Restaurant & Accommodation Services,113.2,3.0
2013-11-01,12,Insurance & Financial Services,103.5,1.47
2013-11-01,13,Personal Care & Miscellaneous,104.6,-0.48
2013-11-01,overall,Overall CPI,108.6,2.94
2013-12-01,01,Food & Beverages,113.6,4.51
2013-12-01,02,Alcoholic Beverages & Tobacco,121.6,14.07
2013-12-01,03,Clothing & Footwear,98.3,-0.3
2013-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",106.5,2.4
2013-12-01,05,Furnishings & Household Maintenance,105.8,1.63
2013-12-01,06,Health,107.8,1.89
2013-12-01,07,Transport,110.6,5.03
2013-12-01,08,Information & Communication,98.2,-0.61
2013-12-01,09,"Recreation, Sport & Culture",104.9,1.84
2013-12-01,10,Education,107.9,2.86
2013-12-01,11,Restaurant & Accommodation Services,113.5,3.28
2013-12-01,12,Insurance & Financial Services,103.5,1.47
2013-12-01,13,Personal Care & Miscellaneous,104.3,-0.57
2013-12-01,overall,Overall CPI,108.9,3.22
2014-01-01,01,Food & Beverages,114.5,4.19
2014-01-01,02,Alcoholic Beverages & Tobacco,121.7,14.06
2014-01-01,03,Clothing & Footwear,98.7,-0.2
2014-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",107.3,3.17
2014-01-01,05,Furnishings & Household Maintenance,106.3,1.63
2014-01-01,06,Health,108.2,2.08
2014-01-01,07,Transport,110.9,5.32
2014-01-01,08,Information & Communication,98.2,-0.41
2014-01-01,09,"Recreation, Sport & Culture",104.8,1.65
2014-01-01,10,Education,108.8,2.64
2014-01-01,11,Restaurant & Accommodation Services,114.7,4.18
2014-01-01,12,Insurance & Financial Services,103.5,1.07
2014-01-01,13,Personal Care & Miscellaneous,104.4,-1.14
2014-01-01,overall,Overall CPI,109.5,3.4
2014-02-01,01,Food & Beverages,114.4,3.81
2014-02-01,02,Alcoholic Beverages & Tobacco,121.7,14.06
2014-02-01,03,Clothing & Footwear,98.8,0.2
2014-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",108.0,3.55
2014-02-01,05,Furnishings & Household Maintenance,106.5,1.53
2014-02-01,06,Health,108.4,2.17
2014-02-01,07,Transport,111.1,5.51
2014-02-01,08,Information & Communication,98.1,-0.61
2014-02-01,09,"Recreation, Sport & Culture",104.9,1.65
2014-02-01,10,Education,109.3,2.34
2014-02-01,11,Restaurant & Accommodation Services,115.4,4.43
2014-02-01,12,Insurance & Financial Services,103.7,1.27
2014-02-01,13,Personal Care & Miscellaneous,105.0,-0.38
2014-02-01,overall,Overall CPI,109.8,3.49
2014-03-01,01,Food & Beverages,114.5,3.9
2014-03-01,02,Alcoholic Beverages & Tobacco,121.7,14.06
2014-03-01,03,Clothing & Footwear,98.8,-0.1
2014-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",108.1,3.64
2014-03-01,05,Furnishings & Household Maintenance,106.5,1.14
2014-03-01,06,Health,108.6,2.26
2014-03-01,07,Transport,111.3,5.1
2014-03-01,08,Information & Communication,98.1,-0.51
2014-03-01,09,"Recreation, Sport & Culture",104.9,1.65
2014-03-01,10,Education,109.4,2.34
2014-03-01,11,Restaurant & Accommodation Services,115.9,4.51
2014-03-01,12,Insurance & Financial Services,104.4,1.75
2014-03-01,13,Personal Care & Miscellaneous,105.4,0.09
2014-03-01,overall,Overall CPI,109.9,3.48
2014-04-01,01,Food & Beverages,114.4,3.62
2014-04-01,02,Alcoholic Beverages & Tobacco,121.7,14.06
2014-04-01,03,Clothing & Footwear,98.7,-0.1
2014-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",108.1,3.64
2014-04-01,05,Furnishings & Household Maintenance,106.5,1.04
2014-04-01,06,Health,109.1,2.35
2014-04-01,07,Transport,111.4,5.29
2014-04-01,08,Information & Communication,97.9,-0.61
2014-04-01,09,"Recreation, Sport & Culture",104.9,1.75
2014-04-01,10,Education,109.5,2.34
2014-04-01,11,Restaurant & Accommodation Services,116.4,4.77
2014-04-01,12,Insurance & Financial Services,104.5,1.85
2014-04-01,13,Personal Care & Miscellaneous,105.4,0.48
2014-04-01,overall,Overall CPI,109.9,3.39
2014-05-01,01,Food & Beverages,114.5,3.34
2014-05-01,02,Alcoholic Beverages & Tobacco,121.7,14.06
2014-05-01,03,Clothing & Footwear,98.6,-0.2
2014-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",108.6,3.13
2014-05-01,05,Furnishings & Household Maintenance,106.6,1.23
2014-05-01,06,Health,109.4,2.43
2014-05-01,07,Transport,111.5,5.49
2014-05-01,08,Information & Communication,97.8,-0.71
2014-05-01,09,"Recreation, Sport & Culture",105.0,1.94
2014-05-01,10,Education,109.6,2.24
2014-05-01,11,Restaurant & Accommodation Services,116.7,4.85
2014-05-01,12,Insurance & Financial Services,104.5,1.85
2014-05-01,13,Personal Care & Miscellaneous,105.4,1.05
2014-05-01,overall,Overall CPI,110.0,3.19
2014-06-01,01,Food & Beverages,115.1,3.51
2014-06-01,02,Alcoholic Beverages & Tobacco,121.8,11.64
2014-06-01,03,Clothing & Footwear,98.5,-0.1
2014-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",108.7,3.23
2014-06-01,05,Furnishings & Household Maintenance,106.6,1.04
2014-06-01,06,Health,109.9,3.1
2014-06-01,07,Transport,111.1,5.51
2014-06-01,08,Information & Communication,97.8,-0.61
2014-06-01,09,"Recreation, Sport & Culture",105.0,1.94
2014-06-01,10,Education,109.7,2.24
2014-06-01,11,Restaurant & Accommodation Services,116.9,4.94
2014-06-01,12,Insurance & Financial Services,104.5,1.85
2014-06-01,13,Personal Care & Miscellaneous,105.4,1.25
2014-06-01,overall,Overall CPI,110.2,3.28
2014-07-01,01,Food & Beverages,115.5,3.13
2014-07-01,02,Alcoholic Beverages & Tobacco,121.8,11.64
2014-07-01,03,Clothing & Footwear,98.1,-0.2
2014-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",108.7,3.23
2014-07-01,05,Furnishings & Household Maintenance,106.3,0.76
2014-07-01,06,Health,110.2,3.28
2014-07-01,07,Transport,111.1,5.41
2014-07-01,08,Information & Communication,97.7,-0.71
2014-07-01,09,"Recreation, Sport & Culture",105.0,1.94
2014-07-01,10,Education,109.9,2.33
2014-07-01,11,Restaurant & Accommodation Services,117.1,5.02
2014-07-01,12,Insurance & Financial Services,104.5,1.06
2014-07-01,13,Personal Care & Miscellaneous,105.4,1.44
2014-07-01,overall,Overall CPI,110.3,3.18
2014-08-01,01,Food & Beverages,115.6,3.31
2014-08-01,02,Alcoholic Beverages & Tobacco,121.8,11.64
2014-08-01,03,Clothing & Footwear,98.1,-0.2
2014-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",109.3,3.41
2014-08-01,05,Furnishings & Household Maintenance,106.7,1.14
2014-08-01,06,Health,110.4,3.27
2014-08-01,07,Transport,111.2,5.5
2014-08-01,08,Information & Communication,97.6,-0.71
2014-08-01,09,"Recreation, Sport & Culture",105.0,1.84
2014-08-01,10,Education,110.1,2.51
2014-08-01,11,Restaurant & Accommodation Services,117.5,5.1
2014-08-01,12,Insurance & Financial Services,104.8,1.35
2014-08-01,13,Personal Care & Miscellaneous,105.6,0.86
2014-08-01,overall,Overall CPI,110.5,3.27
2014-09-01,01,Food & Beverages,115.8,3.21
2014-09-01,02,Alcoholic Beverages & Tobacco,125.8,14.78
2014-09-01,03,Clothing & Footwear,98.3,-0.3
2014-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",109.3,3.41
2014-09-01,05,Furnishings & Household Maintenance,106.7,0.95
2014-09-01,06,Health,110.8,3.36
2014-09-01,07,Transport,111.0,0.45
2014-09-01,08,Information & Communication,97.5,-0.81
2014-09-01,09,"Recreation, Sport & Culture",105.0,1.94
2014-09-01,10,Education,110.1,2.42
2014-09-01,11,Restaurant & Accommodation Services,117.6,4.81
2014-09-01,12,Insurance & Financial Services,104.8,1.35
2014-09-01,13,Personal Care & Miscellaneous,105.6,0.67
2014-09-01,overall,Overall CPI,110.7,2.59
2014-10-01,01,Food & Beverages,115.6,2.85
2014-10-01,02,Alcoholic Beverages & Tobacco,121.9,0.16
2014-10-01,03,Clothing & Footwear,98.2,-0.41
2014-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",109.3,3.41
2014-10-01,05,Furnishings & Household Maintenance,106.6,0.85
2014-10-01,06,Health,110.9,3.36
2014-10-01,07,Transport,116.7,5.32
2014-10-01,08,Information & Communication,97.4,-0.92
2014-10-01,09,"Recreation, Sport & Culture",104.9,1.84
2014-10-01,10,Education,110.1,2.42
2014-10-01,11,Restaurant & Accommodation Services,117.7,4.62
2014-10-01,12,Insurance & Financial Services,104.8,1.26
2014-10-01,13,Personal Care & Miscellaneous,105.3,0.67
2014-10-01,overall,Overall CPI,111.3,2.77
